sale_id,sale_date,store_id,product_id,quantity
NU-679375,23-02-2024,ST-4,P-53,1
RD-9444,13-03-2022,ST-8,P-79,6
JI-99851,24-07-2022,ST-39,P-17,2
EC-49606,01-07-2023,ST-70,P-83,8
AW-15189,08-10-2023,ST-46,P-15,5
ML-990324,31-10-2024,ST-28,P-8,8
DD-668579,21-05-2020,ST-50,P-78,5
BZ-45446,16-04-2023,ST-6,P-6,4
KV-1262,13-11-2020,ST-47,P-87,6
BZ-7486,08-08-2020,ST-15,P-1,7
WI-586302,07-08-2022,ST-49,P-74,2
LL-153067,29-03-2021,ST-13,P-21,1
GQ-88616,20-07-2024,ST-8,P-70,9
VA-082390,25-08-2021,ST-34,P-73,1
GO-243501,25-06-2021,ST-32,P-41,4
TI-2739,03-11-2021,ST-52,P-80,9
AM-482085,09-12-2022,ST-18,P-18,4
KR-89110,24-08-2024,ST-1,P-45,3
RZ-30525,20-03-2023,ST-50,P-62,4
FK-9940,04-11-2021,ST-44,P-70,7
TD-62384,29-05-2020,ST-46,P-21,10
DD-1682,18-10-2023,ST-45,P-63,8
UG-4336,24-09-2024,ST-19,P-57,2
AB-76448,26-07-2022,ST-53,P-4,8
NY-466044,10-05-2020,ST-19,P-22,8
VH-75548,31-03-2021,ST-11,P-62,9
DI-71290,17-01-2024,ST-28,P-63,6
KA-005552,14-02-2020,ST-8,P-25,3
MA-095161,27-06-2023,ST-63,P-5,9
XF-99129,17-02-2020,ST-44,P-49,5
GZ-3360,13-10-2023,ST-75,P-85,7
NG-78635,24-01-2022,ST-64,P-2,8
NP-368398,03-06-2023,ST-27,P-61,3
EE-8776,01-01-2024,ST-33,P-50,5
KK-9363,26-03-2024,ST-1,P-64,8
UK-477813,10-09-2024,ST-63,P-28,5
IB-0367,31-07-2020,ST-55,P-43,10
BB-3445,02-11-2022,ST-64,P-62,5
DD-383333,19-07-2024,ST-30,P-39,6
YY-02713,12-03-2023,ST-58,P-5,1
FN-733016,26-11-2023,ST-11,P-82,3
SF-050229,02-11-2022,ST-45,P-9,8
LL-61367,10-01-2022,ST-39,P-51,8
OA-50662,26-09-2021,ST-22,P-56,8
UC-191717,06-06-2023,ST-44,P-2,4
WB-6789,07-05-2023,ST-66,P-51,3
TU-406261,29-03-2020,ST-35,P-32,6
GC-8937,03-01-2023,ST-15,P-79,4
EO-08777,01-02-2022,ST-6,P-32,1
XU-8893,02-08-2020,ST-38,P-26,4
EB-254548,24-07-2023,ST-74,P-61,1
AU-184715,19-05-2021,ST-66,P-53,6
XE-307112,13-03-2020,ST-74,P-47,10
EK-462350,23-03-2021,ST-68,P-4,4
GQ-5824,25-09-2020,ST-9,P-31,9
HQ-58959,07-05-2020,ST-3,P-69,5
HK-38097,13-02-2022,ST-65,P-62,5
BX-8779,22-01-2020,ST-42,P-45,1
GA-59564,18-10-2022,ST-34,P-81,8
HM-6614,16-04-2023,ST-10,P-47,1
XA-4302,18-03-2021,ST-33,P-26,3
OP-2287,16-01-2020,ST-64,P-81,10
IB-85483,17-10-2020,ST-45,P-70,6
EC-71498,28-11-2022,ST-48,P-64,4
VQ-3611,01-07-2024,ST-64,P-2,3
CJ-364335,11-07-2024,ST-13,P-30,2
EF-0435,28-12-2020,ST-34,P-15,2
YW-03836,02-01-2021,ST-64,P-43,3
ZE-151916,29-01-2024,ST-54,P-62,3
PI-3436,17-11-2023,ST-50,P-24,5
CG-3416,19-11-2020,ST-1,P-65,9
OC-101822,17-12-2022,ST-73,P-35,10
HH-63619,28-09-2020,ST-32,P-47,10
HR-0371,07-04-2023,ST-6,P-11,8
WJ-9395,10-03-2020,ST-31,P-65,5
XZ-9747,11-01-2023,ST-70,P-82,9
YJ-118416,06-02-2020,ST-64,P-61,5
OR-6854,22-01-2022,ST-57,P-25,4
BZ-03960,20-10-2021,ST-37,P-43,8
QJ-41892,11-11-2022,ST-9,P-9,6
NW-886955,20-01-2020,ST-3,P-40,2
SV-9813,21-03-2023,ST-72,P-81,2
CT-9780,20-09-2023,ST-74,P-51,6
ET-15399,15-01-2022,ST-24,P-71,10
FP-9578,07-08-2021,ST-4,P-9,5
JH-7455,03-01-2023,ST-4,P-35,10
LS-809967,17-10-2024,ST-50,P-13,6
BQ-4356,16-12-2020,ST-69,P-72,1
ZT-54860,08-10-2022,ST-27,P-77,7
XE-0918,12-03-2022,ST-64,P-61,2
RN-9596,06-01-2022,ST-31,P-32,10
FH-20817,04-01-2023,ST-63,P-54,5
BK-835001,18-10-2023,ST-49,P-30,6
JK-7020,21-03-2020,ST-50,P-68,6
SP-4226,20-11-2021,ST-18,P-8,4
FV-2422,11-06-2022,ST-21,P-70,9
NY-04908,20-08-2020,ST-26,P-52,4
WI-044693,03-04-2023,ST-56,P-80,5
GG-87401,12-08-2021,ST-40,P-13,10
GE-06743,10-11-2021,ST-11,P-9,4
LG-7457,08-03-2024,ST-55,P-89,2
FC-62278,26-09-2021,ST-6,P-57,9
GE-541097,31-10-2022,ST-61,P-73,1
EO-088326,10-07-2021,ST-75,P-28,10
VB-169259,24-07-2023,ST-56,P-12,10
UH-082846,29-08-2024,ST-37,P-88,6
QA-84173,25-12-2022,ST-53,P-36,1
NF-799798,21-12-2023,ST-45,P-74,2
RP-233638,23-02-2022,ST-8,P-41,2
VB-064084,05-01-2021,ST-15,P-73,7
AV-76078,15-05-2024,ST-70,P-31,8
IN-00097,11-01-2024,ST-57,P-41,8
AC-79475,01-02-2022,ST-68,P-50,9
KP-5310,22-04-2020,ST-69,P-80,10
CZ-10732,27-10-2024,ST-66,P-27,1
KM-588843,20-01-2022,ST-75,P-14,5
BZ-6472,25-09-2024,ST-60,P-71,3
VI-74514,31-01-2021,ST-73,P-86,2
RB-280285,21-04-2022,ST-23,P-48,7
WX-60337,06-05-2020,ST-65,P-15,5
BP-848018,25-07-2024,ST-42,P-87,5
KX-463841,01-03-2022,ST-9,P-37,2
ES-8023,18-09-2024,ST-56,P-64,9
IJ-481914,20-10-2024,ST-30,P-63,5
IN-52320,17-09-2024,ST-63,P-51,8
ZP-549201,11-11-2022,ST-64,P-39,2
PE-9315,09-04-2020,ST-64,P-18,6
SZ-877453,01-06-2024,ST-30,P-55,5
VO-91606,25-01-2024,ST-15,P-33,3
SA-636739,04-08-2023,ST-19,P-53,9
CV-742559,19-02-2020,ST-60,P-23,3
TE-8779,09-08-2024,ST-10,P-15,2
FP-0146,31-05-2023,ST-17,P-1,3
LV-550425,06-12-2022,ST-32,P-69,10
YP-58482,05-11-2021,ST-38,P-20,5
ET-9627,26-09-2020,ST-24,P-19,6
DG-198171,28-07-2023,ST-59,P-19,10
AS-640086,15-02-2023,ST-57,P-21,8
AF-0771,10-08-2021,ST-75,P-56,8
FU-15588,18-05-2023,ST-34,P-57,1
EZ-606497,05-01-2020,ST-24,P-26,4
RT-5946,05-10-2023,ST-42,P-1,10
TC-065255,20-12-2020,ST-20,P-3,8
QS-29529,15-12-2021,ST-28,P-55,2
YI-77149,21-01-2020,ST-49,P-13,4
BN-9803,03-07-2024,ST-19,P-1,7
SM-17428,27-03-2021,ST-63,P-57,8
JN-4617,18-02-2020,ST-42,P-37,8
PV-09709,10-12-2022,ST-69,P-83,4
BA-90972,31-12-2020,ST-55,P-86,1
BA-6872,20-01-2022,ST-7,P-51,10
UQ-24789,12-11-2022,ST-59,P-39,10
YR-9599,07-05-2023,ST-8,P-55,5
SE-488925,11-03-2023,ST-28,P-8,4
BQ-00497,10-10-2021,ST-22,P-7,7
CV-00089,12-10-2024,ST-59,P-5,5
ZV-5530,27-03-2020,ST-27,P-79,7
CU-1050,21-06-2024,ST-33,P-38,10
PN-73990,03-03-2021,ST-72,P-7,6
OC-86907,25-07-2021,ST-46,P-26,3
JQ-5233,22-08-2023,ST-21,P-64,8
ZE-18704,28-11-2021,ST-4,P-18,1
VJ-8230,21-08-2020,ST-75,P-5,10
VG-5087,27-03-2021,ST-3,P-88,10
CA-3125,13-09-2020,ST-2,P-17,6
AL-218572,29-08-2022,ST-74,P-41,1
HC-06888,27-02-2022,ST-14,P-38,8
GE-9136,18-12-2021,ST-55,P-2,7
IR-1943,16-12-2021,ST-60,P-82,9
DZ-1310,31-07-2022,ST-29,P-83,6
FW-2886,20-04-2020,ST-19,P-8,3
XI-822174,22-10-2024,ST-59,P-87,10
ES-419328,14-06-2023,ST-75,P-47,9
CK-628274,02-06-2022,ST-17,P-34,3
WJ-03187,24-07-2023,ST-35,P-55,7
ES-713780,12-08-2023,ST-35,P-37,7
VH-3145,30-09-2022,ST-46,P-61,2
DE-59889,12-07-2022,ST-61,P-12,10
XX-483914,30-05-2024,ST-36,P-39,3
RO-20772,18-12-2023,ST-9,P-50,3
RN-2206,06-06-2022,ST-46,P-58,2
UF-86266,06-10-2023,ST-36,P-33,4
VV-20173,02-07-2024,ST-68,P-19,2
CJ-570357,24-05-2023,ST-74,P-30,3
MS-70850,29-03-2020,ST-20,P-72,9
AG-055725,18-02-2024,ST-35,P-63,1
LJ-64228,19-06-2021,ST-59,P-73,3
PU-25088,01-01-2024,ST-53,P-26,7
LQ-00596,22-10-2020,ST-65,P-50,2
BC-098849,23-05-2021,ST-50,P-26,10
YI-4555,23-02-2021,ST-72,P-47,10
PU-4801,12-03-2024,ST-42,P-54,5
WD-641348,15-07-2023,ST-1,P-7,1
VQ-0713,10-09-2021,ST-2,P-63,9
PA-085478,06-05-2024,ST-12,P-20,1
YZ-7469,30-05-2023,ST-68,P-38,2
DM-8695,11-01-2020,ST-49,P-69,5
QW-84258,06-08-2022,ST-38,P-50,6
LP-074598,30-03-2020,ST-40,P-46,1
QQ-756631,13-05-2022,ST-55,P-20,2
HL-99002,24-08-2024,ST-26,P-39,8
OU-9908,25-10-2022,ST-13,P-41,9
CH-814048,27-12-2023,ST-19,P-54,1
KG-989264,25-05-2023,ST-32,P-26,4
JH-57128,17-01-2022,ST-57,P-88,9
EL-2311,10-01-2023,ST-31,P-37,1
VT-80164,30-12-2021,ST-36,P-18,8
DQ-18816,29-10-2020,ST-63,P-23,5
CR-821315,11-01-2022,ST-21,P-31,4
HD-8344,23-10-2021,ST-24,P-11,10
NC-8948,09-12-2023,ST-46,P-87,7
XC-21461,03-05-2020,ST-74,P-34,2
BA-00640,05-07-2022,ST-14,P-75,1
MV-5002,14-03-2022,ST-67,P-50,2
GM-637915,31-12-2020,ST-32,P-74,9
IP-63450,05-05-2020,ST-38,P-83,3
GA-81076,04-09-2022,ST-10,P-52,4
LS-2795,31-03-2021,ST-36,P-58,8
UJ-328682,03-10-2021,ST-14,P-17,8
FJ-2963,03-02-2024,ST-18,P-83,3
QO-519913,01-01-2023,ST-39,P-41,2
IP-9508,16-02-2024,ST-38,P-57,4
SQ-2433,02-09-2024,ST-17,P-2,8
WJ-578166,01-09-2020,ST-55,P-31,6
CY-50712,02-11-2022,ST-70,P-10,7
JG-095352,14-04-2023,ST-36,P-67,3
FJ-09928,02-01-2021,ST-24,P-11,10
OI-086094,21-12-2020,ST-29,P-41,8
PI-9118,01-11-2023,ST-66,P-1,3
LG-056819,19-09-2022,ST-70,P-70,5
HZ-206064,22-06-2020,ST-34,P-85,1
DD-754846,12-01-2022,ST-4,P-38,7
ZR-92291,23-11-2021,ST-74,P-10,10
LV-5465,07-05-2024,ST-48,P-47,1
FT-733826,25-08-2022,ST-4,P-50,9
ZI-35714,15-01-2020,ST-63,P-36,8
FG-015848,17-04-2024,ST-26,P-75,5
NV-2649,21-01-2024,ST-73,P-59,1
OS-306178,21-04-2023,ST-6,P-24,7
OV-9070,09-02-2023,ST-28,P-76,10
QK-75616,27-08-2021,ST-36,P-45,5
LQ-9011,20-05-2024,ST-11,P-67,7
OS-197957,25-12-2023,ST-68,P-77,2
DM-8479,18-04-2021,ST-4,P-30,8
XW-175354,09-07-2020,ST-72,P-74,1
GE-5481,12-06-2020,ST-4,P-88,10
WZ-336826,04-05-2022,ST-19,P-68,4
SH-8997,31-08-2021,ST-21,P-78,9
EQ-0904,23-07-2022,ST-15,P-76,2
WB-58206,02-07-2023,ST-36,P-33,2
ZX-31495,01-02-2021,ST-23,P-21,7
DS-723916,08-11-2022,ST-3,P-14,8
GX-737458,05-03-2020,ST-22,P-70,10
IZ-0026,18-08-2020,ST-53,P-84,9
WD-6493,11-09-2023,ST-75,P-66,9
XO-4623,16-01-2020,ST-11,P-31,1
TF-808107,08-06-2024,ST-75,P-23,6
WG-865213,10-03-2020,ST-61,P-57,9
VM-8030,11-10-2024,ST-72,P-78,8
ST-4676,14-06-2021,ST-20,P-19,2
JQ-9993,18-06-2024,ST-75,P-15,4
EF-7592,15-07-2024,ST-55,P-73,7
JU-19238,28-11-2020,ST-44,P-78,3
LS-9873,23-07-2023,ST-48,P-67,2
RB-82327,31-07-2020,ST-25,P-89,7
DH-243447,04-07-2020,ST-71,P-2,10
IB-8934,30-12-2023,ST-2,P-29,4
AU-26437,03-11-2023,ST-8,P-54,4
OA-527074,08-08-2023,ST-57,P-4,1
CQ-553520,14-03-2024,ST-14,P-16,6
CC-84510,31-03-2023,ST-59,P-64,1
RA-7400,02-05-2024,ST-26,P-25,1
VS-63364,02-11-2024,ST-2,P-29,9
CQ-1161,31-05-2021,ST-23,P-2,3
GF-3345,04-04-2020,ST-42,P-15,5
YX-7770,24-10-2023,ST-54,P-13,6
EP-9304,01-05-2022,ST-67,P-9,7
XG-21901,23-12-2020,ST-20,P-12,8
EQ-01909,07-09-2024,ST-74,P-27,6
RB-80154,24-03-2020,ST-26,P-34,7
II-959611,26-03-2023,ST-21,P-54,2
QG-91508,23-01-2022,ST-46,P-38,6
JW-1951,24-12-2020,ST-55,P-55,7
LD-493590,19-05-2023,ST-75,P-69,3
ZO-887628,11-05-2023,ST-73,P-58,3
NM-84186,02-02-2024,ST-58,P-73,8
SH-513396,12-02-2020,ST-14,P-8,9
HQ-9672,04-12-2023,ST-52,P-4,8
QT-97241,04-11-2023,ST-32,P-15,6
JE-6783,13-04-2020,ST-70,P-86,9
IQ-0175,16-11-2020,ST-39,P-25,9
TT-456166,11-12-2021,ST-20,P-77,10
QF-778270,03-12-2021,ST-26,P-2,7
EH-7198,28-05-2021,ST-19,P-82,6
RW-174917,27-10-2024,ST-48,P-35,4
EP-1011,03-08-2023,ST-45,P-7,10
KQ-84515,22-03-2021,ST-75,P-24,3
DQ-532109,28-11-2021,ST-23,P-68,2
UK-7678,01-08-2022,ST-40,P-22,9
GV-115739,20-07-2020,ST-19,P-78,6
MZ-9560,04-09-2023,ST-34,P-39,1
LM-152002,25-01-2023,ST-46,P-66,9
JW-277895,08-10-2021,ST-66,P-60,6
QG-02174,09-03-2023,ST-1,P-79,10
SV-9495,30-10-2023,ST-47,P-79,9
DU-4658,17-07-2023,ST-28,P-24,9
FK-48422,23-08-2022,ST-53,P-79,9
AT-95046,13-08-2020,ST-26,P-38,1
ZJ-70918,26-10-2021,ST-32,P-61,4
UC-83890,09-06-2021,ST-7,P-32,4
RK-940203,06-04-2022,ST-68,P-64,1
BU-1735,18-03-2024,ST-27,P-22,2
YA-39404,30-08-2022,ST-4,P-48,5
YO-199031,18-08-2024,ST-19,P-31,6
KW-89394,24-04-2021,ST-23,P-8,1
ZO-42963,22-06-2021,ST-22,P-73,1
XM-01872,03-09-2024,ST-4,P-73,7
GR-3192,21-10-2024,ST-60,P-19,3
HH-21441,05-03-2023,ST-24,P-82,3
IT-364953,15-11-2023,ST-55,P-5,10
AE-858374,15-06-2022,ST-23,P-63,5
GD-4032,13-01-2020,ST-18,P-46,4
IZ-8623,21-08-2021,ST-69,P-67,2
CI-824867,20-09-2020,ST-60,P-72,10
MB-391181,06-08-2023,ST-56,P-59,10
XH-790239,10-03-2023,ST-3,P-54,10
QF-934971,17-05-2024,ST-31,P-4,10
DU-841230,22-02-2020,ST-27,P-18,7
ZO-084305,25-12-2020,ST-71,P-35,7
SS-244489,01-05-2023,ST-49,P-50,9
BS-7202,12-01-2023,ST-22,P-71,7
KA-8801,13-11-2023,ST-20,P-58,4
SC-180656,14-04-2021,ST-54,P-41,9
QQ-9765,13-09-2021,ST-72,P-20,7
RI-94159,10-06-2021,ST-30,P-36,5
ML-0591,30-09-2021,ST-54,P-41,1
II-436170,29-09-2021,ST-42,P-63,6
WM-52729,08-12-2022,ST-68,P-79,10
HH-98175,03-09-2022,ST-50,P-53,3
AK-47578,04-06-2021,ST-4,P-53,3
NY-5917,16-05-2022,ST-44,P-13,8
FD-086909,09-06-2024,ST-40,P-74,3
LF-957698,11-12-2020,ST-36,P-87,3
ZO-7473,20-06-2020,ST-34,P-54,3
RZ-224869,20-12-2020,ST-22,P-22,4
GJ-33143,04-06-2024,ST-29,P-46,1
RZ-8505,28-01-2020,ST-53,P-8,3
FO-435779,15-04-2021,ST-28,P-71,10
FY-31379,26-07-2023,ST-34,P-85,6
XK-52737,10-01-2020,ST-24,P-7,9
QE-8888,09-02-2022,ST-55,P-76,10
KS-3775,22-09-2023,ST-17,P-56,2
PA-9570,23-09-2023,ST-9,P-65,1
QN-1180,18-10-2023,ST-65,P-44,10
BL-67389,04-02-2023,ST-18,P-39,7
HQ-59202,14-09-2020,ST-5,P-19,1
AG-4410,08-02-2024,ST-66,P-66,6
BJ-5983,16-09-2021,ST-60,P-67,4
YB-583038,07-04-2020,ST-58,P-52,5
VR-0092,19-01-2021,ST-60,P-29,5
TV-4308,05-01-2024,ST-45,P-84,5
NE-131357,15-09-2021,ST-6,P-45,2
ML-3360,12-08-2024,ST-66,P-7,5
ZY-524466,20-12-2020,ST-57,P-5,6
US-546209,09-05-2023,ST-40,P-60,6
BJ-05033,16-03-2021,ST-12,P-67,6
NY-288858,04-07-2024,ST-51,P-8,10
VN-94681,23-01-2022,ST-56,P-6,10
AT-294376,27-08-2022,ST-3,P-46,10
UR-61835,16-10-2024,ST-49,P-30,9
YS-71730,09-01-2022,ST-33,P-47,7
RD-53989,09-07-2020,ST-27,P-47,9
HK-856443,09-10-2023,ST-13,P-84,10
TN-353494,21-05-2021,ST-24,P-8,3
XQ-744803,27-10-2021,ST-55,P-73,1
IH-38888,10-03-2022,ST-28,P-23,5
CW-864009,26-08-2024,ST-30,P-50,3
FM-9367,14-12-2023,ST-53,P-70,8
KF-63761,01-02-2024,ST-66,P-13,3
FH-20187,21-02-2022,ST-24,P-74,1
TQ-974692,03-03-2024,ST-67,P-7,3
KK-35386,15-02-2020,ST-65,P-15,3
NH-2082,01-05-2024,ST-26,P-83,10
SR-29703,29-04-2021,ST-61,P-37,7
AU-94015,04-07-2020,ST-74,P-41,4
NQ-4959,08-08-2022,ST-1,P-38,7
IT-0448,20-02-2020,ST-12,P-64,10
CO-84001,01-07-2024,ST-70,P-79,1
YQ-23000,01-04-2024,ST-36,P-73,8
ZT-210594,29-08-2021,ST-31,P-44,10
EZ-15509,08-11-2024,ST-28,P-29,2
RV-355237,12-12-2023,ST-21,P-73,6
VQ-551622,16-11-2022,ST-32,P-26,9
EY-55415,04-10-2021,ST-75,P-75,1
SV-6901,11-03-2023,ST-59,P-1,7
DM-33597,18-10-2022,ST-22,P-13,10
NB-140598,24-03-2022,ST-25,P-31,2
YY-3626,30-08-2022,ST-69,P-63,1
DD-1277,16-03-2023,ST-51,P-48,7
EV-673818,17-02-2021,ST-72,P-42,4
MH-8768,27-09-2021,ST-23,P-42,2
HJ-30780,21-12-2023,ST-61,P-64,5
FJ-136319,20-10-2023,ST-54,P-57,7
II-2846,23-10-2020,ST-40,P-78,4
EA-66014,17-06-2022,ST-62,P-19,4
HB-1485,19-04-2024,ST-15,P-81,4
HV-18950,01-11-2020,ST-75,P-38,7
XM-444181,26-04-2020,ST-8,P-37,5
UD-14892,28-07-2024,ST-66,P-69,10
AM-10242,20-09-2022,ST-43,P-76,7
GT-81533,11-09-2023,ST-47,P-59,4
AC-5599,13-03-2024,ST-28,P-51,6
WI-380655,04-02-2020,ST-20,P-86,8
AF-730556,11-04-2021,ST-60,P-54,8
LW-64790,16-01-2021,ST-49,P-22,6
RV-93880,16-11-2023,ST-22,P-4,1
ZQ-732474,20-10-2020,ST-74,P-88,6
YF-64953,31-08-2022,ST-34,P-19,6
AZ-879865,28-02-2022,ST-58,P-65,3
AF-7555,29-06-2021,ST-9,P-29,6
KX-83551,13-09-2020,ST-17,P-81,3
AC-270859,08-08-2020,ST-55,P-81,7
GA-50085,07-11-2022,ST-72,P-78,5
FP-0842,03-10-2021,ST-26,P-74,4
FL-07078,21-01-2020,ST-58,P-31,2
XP-5890,11-08-2023,ST-56,P-12,6
GS-7077,12-10-2020,ST-26,P-41,2
KI-100496,02-10-2023,ST-40,P-36,1
PU-03549,01-06-2021,ST-20,P-28,3
SG-165841,17-09-2020,ST-37,P-81,5
XL-026312,21-05-2024,ST-36,P-58,9
EZ-62387,06-09-2021,ST-29,P-11,5
TO-295761,27-01-2024,ST-33,P-63,6
KD-786916,28-07-2022,ST-7,P-50,10
PE-12702,20-04-2023,ST-63,P-69,5
XI-917887,30-12-2021,ST-32,P-35,2
FZ-31874,09-10-2023,ST-46,P-48,2
JZ-9981,08-01-2022,ST-20,P-23,9
ZF-6478,21-09-2024,ST-75,P-14,2
GL-351900,22-05-2022,ST-38,P-70,4
FS-8875,10-02-2023,ST-40,P-50,5
CM-44737,08-01-2022,ST-9,P-22,2
LA-0671,19-08-2022,ST-35,P-34,8
WY-392603,02-02-2023,ST-36,P-63,3
TF-40170,24-07-2022,ST-56,P-40,10
QI-1859,11-10-2024,ST-11,P-39,4
WE-35556,20-09-2023,ST-15,P-85,6
JZ-3166,09-09-2021,ST-64,P-48,4
FY-58619,27-02-2021,ST-63,P-15,3
SU-740458,09-06-2020,ST-5,P-76,6
ST-40188,03-05-2020,ST-71,P-64,8
BC-39563,21-08-2021,ST-58,P-57,10
RH-14529,16-04-2020,ST-22,P-48,5
ZN-3434,12-03-2024,ST-56,P-57,1
EC-7372,17-05-2022,ST-46,P-64,8
FN-68237,09-09-2020,ST-11,P-75,9
GI-2378,18-03-2022,ST-5,P-32,7
PY-76290,26-11-2020,ST-12,P-19,3
PU-53474,26-05-2021,ST-16,P-15,7
SV-718571,29-04-2021,ST-52,P-72,1
FF-58501,10-09-2020,ST-52,P-85,1
NK-826826,01-06-2023,ST-37,P-61,6
PT-17419,17-09-2021,ST-56,P-17,10
US-2929,28-04-2022,ST-3,P-40,9
RP-81877,24-08-2022,ST-10,P-69,4
LD-0904,30-12-2021,ST-56,P-71,3
YC-2824,20-02-2022,ST-75,P-36,9
EP-683005,03-08-2022,ST-62,P-18,9
PA-39409,04-12-2021,ST-13,P-5,9
NQ-9778,02-02-2022,ST-62,P-47,4
VT-1983,28-03-2021,ST-19,P-64,6
WK-9973,28-06-2024,ST-21,P-23,10
LD-7386,20-03-2022,ST-7,P-31,1
SX-07042,01-01-2023,ST-62,P-41,10
JV-920617,03-05-2022,ST-27,P-7,4
CD-06451,10-08-2024,ST-41,P-49,2
GH-2836,27-02-2021,ST-4,P-11,4
ZY-130811,29-07-2022,ST-47,P-46,4
RW-3673,19-04-2022,ST-66,P-61,9
UG-32723,01-10-2023,ST-65,P-46,1
UR-45222,05-02-2022,ST-37,P-60,3
MZ-64053,01-09-2020,ST-30,P-51,6
DF-3303,30-01-2024,ST-14,P-3,4
RL-0663,14-01-2022,ST-26,P-34,4
HT-8964,04-03-2024,ST-24,P-40,3
XY-4290,18-02-2023,ST-52,P-25,6
NT-7271,14-08-2021,ST-2,P-43,10
JA-1980,20-12-2020,ST-54,P-14,5
KV-25399,10-07-2023,ST-9,P-60,10
FK-62844,09-02-2024,ST-28,P-33,8
AB-6709,31-08-2023,ST-52,P-60,1
XH-62001,11-02-2021,ST-34,P-85,1
MM-277641,27-09-2024,ST-45,P-45,10
GL-167435,03-06-2020,ST-61,P-53,10
NA-11121,02-10-2024,ST-72,P-59,3
YX-7687,28-07-2022,ST-5,P-81,6
XF-454353,24-04-2024,ST-61,P-38,6
MU-9059,01-08-2024,ST-6,P-75,10
YO-041104,14-02-2023,ST-21,P-52,3
XO-150778,01-08-2024,ST-49,P-24,5
BV-541845,04-03-2022,ST-54,P-76,8
DZ-37072,11-10-2024,ST-58,P-5,4
AM-631407,14-11-2022,ST-54,P-31,6
YY-279325,05-02-2020,ST-36,P-54,1
AJ-62098,06-02-2022,ST-58,P-65,3
VX-379421,22-02-2023,ST-31,P-69,3
HT-9008,30-06-2020,ST-63,P-66,10
GL-7674,14-03-2023,ST-17,P-44,5
SC-3921,13-10-2024,ST-75,P-24,2
WN-13681,13-08-2020,ST-29,P-33,10
QP-2268,06-12-2020,ST-9,P-75,5
RF-7676,27-03-2022,ST-29,P-15,2
TD-3737,16-10-2021,ST-71,P-18,6
AC-3896,16-05-2022,ST-36,P-72,6
FJ-492501,13-02-2024,ST-25,P-71,6
ZO-20357,14-10-2024,ST-62,P-44,2
KM-3675,01-10-2021,ST-6,P-65,10
JK-5576,23-02-2021,ST-7,P-33,7
HX-7818,19-08-2022,ST-20,P-54,3
VY-125420,18-12-2020,ST-2,P-61,9
WM-090732,04-09-2020,ST-26,P-23,4
JF-8470,26-07-2021,ST-27,P-72,2
QH-377845,20-07-2022,ST-26,P-36,8
CM-50463,09-02-2020,ST-17,P-54,2
DA-1829,09-07-2022,ST-11,P-58,9
WL-25475,10-12-2021,ST-20,P-22,4
FD-770088,05-11-2022,ST-52,P-48,7
CS-24076,21-07-2022,ST-2,P-74,10
LU-3201,01-10-2022,ST-12,P-60,2
XU-196465,18-06-2021,ST-17,P-62,1
ZF-705677,10-08-2021,ST-37,P-21,8
YO-547029,19-06-2022,ST-67,P-80,9
OR-0985,24-09-2024,ST-27,P-37,3
BG-9985,29-01-2022,ST-3,P-83,5
VV-66251,01-11-2021,ST-64,P-44,9
TL-354727,21-08-2020,ST-54,P-30,1
OD-729794,04-06-2021,ST-30,P-32,2
UE-12559,23-09-2022,ST-37,P-60,3
QT-314104,06-06-2023,ST-52,P-78,8
MI-390485,31-10-2022,ST-59,P-51,3
WJ-27373,20-09-2024,ST-40,P-73,4
QR-685311,06-12-2022,ST-40,P-10,3
WQ-70997,10-09-2023,ST-54,P-70,2
AI-32202,03-05-2021,ST-11,P-63,3
EY-26511,27-01-2020,ST-9,P-38,3
RS-44826,09-01-2022,ST-43,P-35,4
MD-9883,09-10-2024,ST-67,P-44,5
QI-844941,11-12-2021,ST-12,P-26,2
GK-87994,18-03-2024,ST-32,P-62,5
SM-873089,18-03-2023,ST-62,P-46,7
AR-39714,20-02-2022,ST-45,P-70,6
UU-057159,16-01-2020,ST-23,P-34,4
IN-24379,09-07-2023,ST-13,P-22,6
PB-9586,29-07-2023,ST-34,P-7,6
DB-731957,29-07-2023,ST-54,P-16,1
HM-556447,21-03-2023,ST-67,P-11,8
XH-5216,04-10-2023,ST-66,P-65,4
GH-832613,30-06-2021,ST-54,P-58,5
HE-684909,07-02-2022,ST-22,P-4,5
QP-38678,27-04-2022,ST-27,P-33,5
EH-431208,05-05-2020,ST-7,P-48,3
BH-15620,08-06-2022,ST-30,P-83,5
UW-9778,19-01-2022,ST-38,P-17,5
AU-153059,11-06-2022,ST-42,P-51,6
OU-581491,03-12-2023,ST-70,P-48,7
UX-69663,06-11-2024,ST-40,P-61,7
QV-4956,18-05-2024,ST-23,P-67,8
AX-137838,19-11-2022,ST-49,P-46,6
XD-2705,26-09-2020,ST-15,P-64,4
KV-346581,24-04-2024,ST-3,P-77,1
SW-4869,21-01-2024,ST-47,P-64,5
GX-93416,01-02-2024,ST-38,P-20,6
UZ-934596,15-03-2023,ST-22,P-88,2
DS-538526,25-12-2022,ST-3,P-7,5
UM-2102,06-07-2024,ST-25,P-86,4
JM-226266,23-02-2020,ST-48,P-61,7
AY-41957,16-03-2024,ST-9,P-33,2
ZV-561198,26-12-2022,ST-4,P-49,7
